Title,Category Name,Experience,Sub Category Name,Currency,Budget,Location,Freelancer Preferred From,Type,Date Posted,Description,Duration,Client Registration Date,Client City,Client Country,Client Currency,Client Job Title
Fix and secure my WordPress Website ,Technology & Programming,Entry ($),Website Development,EUR,150.0,remote,ALL,fixed_price,2023-01-30 10:48:18,"I need a WordPress developer and security expert.
My website was hacked and redirected to a soccer lottery site. 
So I need you to remove the hack and secure the site for future attacks. 

Thank you
",,2023-01-28,Schubelbach,Switzerland,USD,
Sustainable and E-vehicle Copywriter needed,Writing & Translation,Expert ($$$),Copywriting,GBP,400.0,remote,ALL,fixed_price,2023-01-30 10:47:00,"We have an urgent presentation (approx. 38 slides) to review for our automotive client; based on their e-vehicle offering.

We are looking for a high-quality, creative copywriter to help support on a presentation, than needs be be delivered before this weekend. Copy should be engaging and representative of both the client (CI will be provided) and knowledge of the automotive and sustainable sectors.

Please send us copies of your relevant portfolio/work, and advise your day rate.



Type of copywriting: Presentation Copywriter
Length of copy / word count: Detailed / 10,000 words
Subject: Sustainable and E-vehicle 
Knowledge of subject: Yes, thorough knowledge is essential
Language(s): English
Language level: Native (first language)
Delivery date: 01/02/2023
Tone of voice: informative, knowledgeable ",,2020-08-05,Bedworth,United Kingdom,GBP,
iOS swift developer to continue work on a Mobile Application,Technology & Programming,Expert ($$$),Mobile App Development,USD,800.0,remote,ALL,fixed_price,2023-01-30 10:40:34,"I'm looking for a iOS mobile developer to continue the development of an existing sports app.
the developer is required to:

1. fix some bugs in the current application 
2. optimize the loading of the application (API requests optimization)
3. create 4 new views for the application 
3.1 Create the detail statistics view (see attachment 4.2.1 and 4.2.2 and 4.2.3)
3.2 Create the player profile view (see attachment 2.2.1 and 2.2.1.1)
3.3 Create the player game log view (see attachment 2.2.2)
3.4 Create News listing view and article publish view (see attachment 1.1)

All API request are already developed and ready.
We are looking for a pixel perfect design, so the developer should be very meticulous 

NB: The development should be in Swift",,2021-09-20,London,United Kingdom,USD,
Looking for senior React developer,Technology & Programming,Entry ($),Website Development,GBP,20.0,remote,ALL,hourly,2023-01-30 09:46:04,"We are looking for a senior React developer to work closely with our business over the next 3-6 months to complete the development of a Inventory Management solution. 

We have all the backend APIs already being developed, but experience of integrating with external APIs from a React application (wrapped in .NET) will be required. ",1 - 6 months,2022-11-10,Cambridge,United Kingdom,GBP,Software Developer
"Research Analyst, Real Estate","Marketing, Branding & Sales",Expert ($$$),Strategy & Research,GBP,136.0,remote,ALL,fixed_price,2023-01-30 10:42:37,"Ongoing newly created role for an ad hoc real estate researcher to join a new start up company.
Responsibilities: 
Conduct fundamental real estate investment research (Africa) to generate investment recommendations. 
Provide detailed analysis of investment requirements for foreign investors globally.
Research and find the latest booming real estate opportunities globally.
Work closely with our comms manager to write up investment benefits of global locations for our investors 
Knowledgeable in financial property terminology.",,2014-01-13,City of London,United Kingdom,GBP,Freelance Event Project Manager
Marketplace website,Technology & Programming,Expert ($$$),eCommerce CMS Development,GBP,800.0,remote,ALL,fixed_price,2023-01-30 09:45:24,"Hi – we are looking to build an eCommerce marketplace website based on wordpress / woocommerce.
The site will be a classic ebay style business model with sign up for sellers who then offer goods for sale via buy now or auction or both.

We would liketo use Stripe Connect as payment methos. Sellers will have to sign upto their own Stripeaccounts at sign up (or enter the details of existing account).

Transactions proceeds will go directly to the seller (so they have legal responsibility). Using Stripe connect, admin will take a commission. Sellers will pay stripe fees.

The site will have all the eBay style functions to do with integrating deliveries and organising refunds / returns. 

Successful freelancers will have to prove experience of Stripe Connect API integration and experience of woocommerce.",,2014-05-27,London,United Kingdom,GBP,Business Owner
Two plugins to be uploaded,Technology & Programming,Entry ($),Website Development,GBP,15.0,remote,ALL,fixed_price,2023-01-30 09:45:24,I need two plugins uploaded to my website and currently there is an error so it needs fixing. ,,2011-02-27,Frodsham,United Kingdom,GBP,"TOP PPH FREELANCER User Experience Designer (UX), UX Writer, UX Researcher, Behavioural Scientist, BA Hons"
CHRISTIAN WRITER (JESUS CENTERED)  for CHILDRENS BOOK,Writing & Translation,Intermediate ($$),Creative Writing,GBP,65.0,remote,ALL,fixed_price,2023-01-30 09:45:24,"                THE STORY so FAR....

So I have a story that needs a unique TRANSFORMATION because I wanted it to be more Christ Focused but also appeal to everyone without watering down the standards of Christ
At the moment there's Riddles/Rhymes
There's Word play that has been used throughout the book that connects to the theme GIFT

         PROBLEM
It's NOT Christ Focus
There's too much focus on the main character which can be looked at as idolising him...
I believe it's under 1000 words appealing to audiences of the Gruffalo but I don't know why it seems longer 
I don't want to add and it becomes longer 
I want the main character to be a 

I want there to be a build up or suspense of what makes the main character so joyful so that the audience can also want that same joy maybe the salvation prayer can be done within the book or after

           CREATIVE CHRISTIAN AUTHOR

I'm looking for someone that's CREATIVE
Led by the HOLY SPIRIT
Familiar with writing Children's Book
Has a Track RECORD
Knows how to grab the attention of the target gtoup
Bring JESUS at the centre of the BOOK
Somebody that can make this book an AWARD winning CHRISTIAN children's book with the appeal to the masses..

      I just need a patient individual, whose really good with communicating and willing to go the extra mile

I'm willing to NEGOTIATE price (depending your credentials, your status in the industry and portfolio, awards, recognition etc)",,2018-01-12,Paddington,United Kingdom,GBP,CV AND COVERING LETTER
Adding video to my Squarespace website,Technology & Programming,Entry ($),Website Development,GBP,18.0,remote,ALL,hourly,2023-01-30 09:17:38,I need a website designer who can work with video to add it to my website. I have a number if Zoom video on cloud. I want someone who can adapt it and make it possible for me to add subscription options to watch it. I have a YouTube channel but never used it. This may also be involved. My business is in the fitness area. Ideally I’d like to offer 3 x video episodes per topic. Ideally up to 3 topics in all. Possibly more later. I may well need to record new videos first so it may not start immediately. Or you may be able to use one or more of what I already have. ,3 - 4 weeks,2013-12-05,Fleet,United Kingdom,GBP,
Football teams code to analyse data from website,Technology & Programming,Entry ($),Programming & Coding,GBP,50.0,remote,ALL,fixed_price,2023-01-30 09:17:38,"Hello
I'm unsure if this is possible but it is worth asking.
I am looking for someone to write a small programme to return all football teams that meet certain criteria according to form, league table position etc.

For example using https://www.flashscore.co.uk/ you can see all of the football league tables.  You can also see the form tables.

I'm trying to get to a point where I have a programme which can look at upcoming fixtures and identify from the latest tables, where teams in the best form, are playing teams with the worst form.  It would be great to then refine it further but initially I wanted to see if this is possible.
Thanks",,2011-03-31,Newton Abbot,United Kingdom,GBP,Graphic Designer
Adding video to my Squarespace website,Technology & Programming,Entry ($),Website Development,GBP,12.0,remote,ALL,hourly,2023-01-30 09:17:38,I need a website designer who can work with video to add it to my website. I have a number if Zoom video on cloud. I want someone who can adapt it and make it possible for me to add subscription options to watch it. I have a YouTube channel but never used it. This may also be involved. My business is in the fitness area. Ideally I’d like to offer 3 x video episodes per topic. Ideally up to 3 topics in all. Possibly more later. I may well need to record new videos first so it may not start immediately. Or you may be able to use one or more of what I already have. ,,2013-12-05,Fleet,United Kingdom,GBP,
Project Manager,Business,Entry ($),Consulting,GBP,30.0,remote,ALL,hourly,2023-01-30 12:07:13,"We are looking to engage a Project Manager to join our pool of Project Managers!

Our company and its clients have a multitude of projects/sub-projects in which we require Project Manager(s) to be engaged. 

We want you to be responsible for overseeing the entire project; understanding and delivering to the project’s blueprint. 

What do we want from you?
 
Organised: To have strong management and organisation skills; attention to detail and accuracy whilst having an eye to project variables, maintaining the overall organisation throughout the duration of the project.

Communication Skills: Excellent communication skills ability to manage the Project Owner, Project Administrator & liaise with both internal and external resources ensuring the overall delivery of the project timeline.

Leadership Skills: The ability to lead individuals with different levels of expertise / skill sets, motivating where required to ensure delivery within the timescales.

Task / Timeline Management: Manage overall delivery of the project tasks & timelines; setting realistic goals. 

Meeting Participation: Participate in meetings where required, ensuring meetings are conducted as per our Meeting Management Process. 

Does this sound like you?
",,2022-10-21,Liverpool,United Kingdom,GBP,
